cgid,chr,pos,strand,Type,Islands_Name,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Accession,UCSC_RefGene_Group
cg07013994,chr1,51433955,+,I,chr1:51433762-51435505,Island,CDKN2C,NM_001262,TSS1500
cg07017800,chr15,66679094,+,I,chr15:66678895-66679963,Island,MAP2K1,NM_002755,TSS200
cg07028608,chr8,103668081,-,I,chr8:103666157-103668861,Island,KLF10,NM_005655,TSS200
cg07032930,chr2,74699212,+,II,chr2:74699240-74699909,N_Shore,MRPL53,NM_053050,3'UTR
cg07044032,chr15,48624139,+,I,chr15:48623185-48624651,Island,DUT;DUT;DUT,NM_001948;NM_001025249;NM_001025248,TSS1500;5'UTR;Body
cg07045816,chr2,219925260,-,I,chr2:219924819-219926130,Island,IHH,NM_002181,TSS200
cg07055504,chr3,27763865,-,I,chr3:27762351-27763995,Island,EOMES,NM_005442,TSS200
cg07068942,chr3,156806752,-,I,chr3:156806688-156807069,Island,,,
cg07071106,chr19,40853908,-,I,chr19:40854180-40854733,N_Shore,PLD3;PLD3;C19orf47,NM_012268;NM_001031696;NM_178830,TSS1500;TSS1500;5'UTR
cg07077209,chr3,53290118,+,I,chr3:53289533-53290213,Island,TKT;TKT;TKT,NM_001135055;NM_001064;NM_001135056,TSS200;TSS200;TSS200
cg07078622,chr17,26645920,+,I,chr17:26645860-26646605,Island,TMEM97,NM_014573,TSS200
cg07081267,chr7,131012545,-,I,chr7:131012460-131013190,Island,MKLN1;MKLN1,NM_001145354;NM_013255,Body;TSS200
cg07090989,chr1,150241286,-,I,chr1:150241047-150241654,Island,APH1A;APH1A;APH1A;APH1A,NM_016022;NM_016022;NM_001077628;NM_001077628,1stExon;5'UTR;5'UTR;1stExon
cg07103072,chr20,32951050,+,I,chr20:32950984-32951969,Island,ITCH,NM_031483,TSS200
cg07116312,chr16,89173855,+,I,chr16:89173704-89173905,Island,ACSF3;ACSF3;ACSF3,NM_174917;NR_023316;NM_001127214,Body;Body;Body
cg07125991,chr12,113796636,+,I,chr12:113796217-113796847,Island,PLBD2;PLBD2,NM_001159727;NM_173542,1stExon;1stExon
cg07126167,chr10,106399513,-,I,chr10:106399567-106402812,N_Shore,SORCS3,NM_014978,TSS1500
cg07126542,chr10,131363429,-,I,,OpenSea,MGMT,NM_002412,Body
cg07130869,chr3,28283173,-,I,chr3:28282826-28283457,Island,CMC1;CMC1,NM_182523;NM_182523,5'UTR;1stExon
cg07135601,chr12,110906630,-,I,chr12:110905879-110907183,Island,GPN3;GPN3;C12orf24;GPN3;C12orf24,NM_001164373;NM_001164372;NM_013300;NM_016301;NM_013300,TSS1500;TSS200;1stExon;TSS1500;5'UTR
cg07139928,chr17,79819335,-,I,chr17:79818230-79819299,S_Shore,P4HB,NM_000918,TSS1500
cg07142961,chr18,18691082,+,I,chr18:18690940-18692059,Island,ROCK1;ROCK1,NM_005406;NM_005406,5'UTR;1stExon
cg07143296,chr11,65383706,-,I,chr11:65382824-65383857,Island,PCNXL3,NM_032223,TSS200
cg07146173,chr17,18087255,-,I,chr17:18086258-18088360,Island,ALKBH5;ALKBH5,NM_017758;NM_017758,5'UTR;1stExon
cg07148535,chr4,100010082,+,I,chr4:100009736-100010129,Island,ADH5,NM_000671,TSS200
cg07150506,chr2,62115989,-,I,chr2:62115445-62115990,Island,CCT4,NM_006430,TSS200
cg07151445,chr8,19614946,+,I,chr8:19614131-19615307,Island,,,
cg07158701,chr17,40540601,-,I,chr17:40539837-40540775,Island,STAT3;STAT3;STAT3,NM_139276;NM_003150;NM_213662,TSS200;TSS200;TSS200
cg07159490,chr12,57610078,-,I,chr12:57609976-57611168,Island,NXPH4,NM_007224,TSS1500
cg07161166,chr1,84543374,+,I,chr1:84543146-84544261,Island,PRKACB;PRKACB,NM_207578;NM_002731,TSS1500;TSS1500
cg07167192,chr14,103524430,-,I,chr14:103522988-103524431,Island,CDC42BPB,NM_006035,TSS1500
cg07167632,chr11,67269440,+,I,chr11:67271659-67272942,N_Shelf,PITPNM1;PITPNM1,NM_001130848;NM_004910,Body;Body
cg07179759,chr1,19229091,+,I,chr1:19228828-19229634,Island,ALDH4A1;ALDH4A1;ALDH4A1;ALDH4A1,NM_003748;NM_170726;NM_003748;NM_170726,1stExon;1stExon;5'UTR;5'UTR
cg07184698,chr5,40756196,-,I,chr5:40755537-40756257,Island,TTC33,NM_012382,TSS200
cg07185648,chr2,216946617,+,I,chr2:216946324-216946734,Island,PECR;TMEM169;TMEM169;TMEM169;TMEM169;TMEM169;TMEM169;TMEM169;TMEM169,NM_018441;NM_001142310;NM_138390;NM_138390;NM_001142310;NM_001142311;NM_001142312;NM_001142311;NM_001142312,TSS200;1stExon;1stExon;5'UTR;5'UTR;1stExon;1stExon;5'UTR;5'UTR
cg07190988,chr4,155548176,-,I,chr4:155547984-155548322,Island,,,
cg07196216,chr16,89022688,-,I,,OpenSea,CBFA2T3,NM_005187,Body
cg07196285,chr6,34393975,-,I,chr6:34393325-34394014,Island,RPS10,NM_001014,TSS200
cg07199032,chr16,23607617,-,I,chr16:23607250-23607846,Island,NDUFAB1;NDUFAB1,NM_005003;NM_005003,1stExon;5'UTR
cg07202210,chr1,182758792,-,I,chr1:182758395-182759097,Island,,,
cg07203352,chr2,26467593,-,I,chr2:26467102-26467946,Island,HADHB;HADHA;HADHA,NM_000183;NM_000182;NM_000182,TSS200;1stExon;5'UTR
cg07212292,chr11,71164112,-,I,chr11:71164097-71164680,Island,NADSYN1,NM_018161,TSS200
cg07215511,chr16,4933716,-,I,chr16:4933623-4934563,Island,PPL,NM_002705,Body
cg07221103,chr16,70796464,-,I,chr16:70796405-70796628,Island,VAC14,NM_018052,Body
cg07227350,chr6,97285405,+,I,chr6:97284830-97285782,Island,GPR63;GPR63,NM_001143957;NM_030784,TSS200;TSS200
cg07234248,chr18,29672450,+,I,chr18:29671757-29673314,Island,RNF138;RNF138,NM_016271;NM_198128,5'UTR;TSS200
cg07236904,chr4,56413229,+,I,chr4:56411993-56413357,Island,CLOCK,NM_004898,TSS1500
cg07236911,chr5,54603532,+,I,chr5:54603209-54603904,Island,SKIV2L2;DHX29,NM_015360;NM_019030,TSS200;TSS200
cg07239593,chr1,23670913,+,I,chr1:23670245-23671363,Island,HNRNPR;HNRNPR;HNRNPR;HNRNPR,NM_005826;NM_001102397;NM_001102398;NM_001102399,TSS200;TSS200;TSS200;TSS200
cg07242215,chr4,73935478,+,I,chr4:73934944-73935650,Island,COX18,NM_173827,TSS200
cg07245011,chr5,122181023,+,I,chr5:122180963-122181681,Island,SNX24,NM_014035,TSS200
cg07252731,chr15,88799999,-,I,chr15:88799522-88801017,Island,NTRK3;NTRK3;NTRK3,NM_002530;NM_001007156;NM_001012338,TSS1500;TSS1500;TSS1500
cg07258794,chr16,326049,+,I,chr16:324797-326177,Island,RGS11;RGS11,NM_183337;NM_003834,TSS200;TSS200
cg07279085,chr11,64646449,+,I,chr11:64645429-64646566,Island,EHD1,NM_006795,TSS1500
cg07287682,chr7,2281772,+,I,chr7:2281362-2282105,Island,NUDT1;NUDT1;NUDT1;NUDT1;NUDT1;FTSJ2;NUDT1;NUDT1,NM_198952;NM_198950;NM_198953;NM_198954;NM_002452;NM_013393;NM_198949;NM_198948,TSS200;TSS200;TSS1500;TSS1500;TSS200;Body;TSS200;TSS200
cg07300316,chr3,185216867,+,I,chr3:185216310-185217131,Island,TMEM41A,NM_080652,TSS200
cg07307803,chr16,69600533,+,I,chr16:69599437-69600736,Island,NFAT5;NFAT5;NFAT5;NFAT5;MIR1538;NFAT5,NM_138714;NM_001113178;NM_138713;NM_173214;NR_031719;NM_006599,5'UTR;Body;Body;5'UTR;TSS1500;Body
cg07308931,chr5,893015,-,I,chr5:892522-893479,Island,TRIP13;TRIP13;BRD9;TRIP13;TRIP13;BRD9;BRD9,NM_001166260;NM_004237;NR_027633;NM_004237;NM_001166260;NM_001009877;NM_023924,1stExon;5'UTR;TSS200;1stExon;5'UTR;TSS1500;TSS200
cg07309904,chr17,78074979,+,I,chr17:78074902-78075761,Island,GAA;GAA;GAA,NM_001079803;NM_000152;NM_001079804,TSS1500;TSS1500;TSS1500
cg07311565,chr1,16400060,+,I,chr1:16399648-16400072,Island,FAM131C;FAM131C,NM_182623;NM_182623,1stExon;5'UTR
cg07322688,chr7,122526033,+,I,chr7:122525748-122526959,Island,CADPS2;CADPS2;CADPS2,NM_001009571;NM_001167940;NM_017954,Body;Body;Body
cg07328417,chr8,28558817,-,I,chr8:28558588-28559960,Island,EXTL3,NM_001440,TSS1500
cg07335397,chr17,40265767,-,I,chr17:40269400-40269613,N_Shelf,KAT2A;DHX58,NM_021078;NM_024119,Body;TSS1500
cg07341141,chr7,102098004,-,I,chr7:102097927-102098384,Island,ALKBH4,NM_017621,Body
cg07346077,chr1,197115927,-,I,,OpenSea,ASPM,NM_018136,TSS200
cg07354738,chr1,101491561,+,I,chr1:101491317-101491680,Island,DPH5;DPH5;DPH5,NM_001077394;NM_015958;NM_001077395,TSS200;TSS200;TSS200
cg07357256,chr20,3027028,-,II,chr20:3026277-3027468,Island,MRPS26,NM_030811,Body
cg07361580,chr16,29874914,+,I,chr16:29873918-29874516,S_Shore,LOC440356;LOC440356;CDIPT,NR_024370;NR_015396;NM_006319,TSS200;TSS1500;TSS1500
cg07365857,chr16,89920928,+,I,chr16:89920918-89921121,Island,SPIRE2,NM_032451,Body
cg07384903,chr1,21503592,-,I,chr1:21503115-21503836,Island,EIF4G3,NM_003760,TSS1500
cg07392460,chr2,39103068,+,I,chr2:39102805-39103214,Island,DHX57;MORN2,NM_198963;NM_001145450,TSS200;TSS200
cg07397574,chr5,55008331,+,I,chr5:55007836-55008368,Island,SLC38A9,NM_173514,TSS200
cg07402724,chr6,74230764,-,I,chr6:74229962-74231497,Island,EEF1A1,NM_001402,TSS200
cg07413356,chr5,134074184,-,I,chr5:134074083-134074494,Island,CAMLG,NM_001745,TSS200
cg07415687,chr6,7910841,-,I,chr6:7910087-7911418,Island,TXNDC5;TXNDC5,NM_030810;NM_001145549,1stExon;TSS1500
cg07435269,chr16,427561,-,I,chr16:427415-427832,Island,TMEM8A,NM_021259,Body
cg07478335,chr11,119044743,+,I,,OpenSea,NLRX1;NLRX1,NM_024618;NM_170722,Body;Body
cg07490394,chr14,31091651,-,I,,OpenSea,SCFD1;SCFD1,NM_182835;NM_016106,5'UTR;Body
cg07490776,chr8,42010169,+,I,chr8:42009723-42011098,Island,AP3M2;AP3M2,NM_001134296;NM_006803,TSS1500;TSS1500
cg07492251,chr5,134094363,-,I,chr5:134094169-134094771,Island,DDX46,NM_014829,TSS200
cg07498874,chr1,110577829,+,I,chr1:110577199-110577942,Island,FAM40A,NM_033088,Body
cg07501049,chr1,981392,-,I,chr1:981068-981400,Island,AGRN,NM_198576,Body
cg07508229,chr10,96162189,-,I,chr10:96162023-96163327,Island,TBC1D12;TBC1D12,NM_015188;NM_015188,5'UTR;1stExon
cg07518035,chr19,54693944,+,I,chr19:54693034-54695497,Island,MBOAT7;MBOAT7;MBOAT7;MBOAT7;TSEN34;TSEN34,NM_024298;NM_001146056;NM_001146082;NM_001146083;NM_024075;NM_001077446,TSS1500;TSS1500;TSS1500;TSS1500;TSS200;TSS1500
cg07519515,chr16,2040415,+,I,chr16:2040034-2040628,Island,SYNGR3,NM_004209,Body
cg07523536,chr15,83680492,-,I,chr15:83680007-83680532,Island,C15orf40;C15orf40;C15orf40;C15orf40;C15orf40;C15orf40;C15orf40,NM_001160114;NR_027650;NM_144597;NM_001160113;NM_001160116;NM_001160115;NR_027649,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg07538239,chr11,1467081,-,I,chr11:1466304-1467210,Island,BRSK2,NM_003957,Body
cg07540722,chr2,70056697,+,I,chr2:70056599-70057583,Island,GMCL1,NM_178439,TSS200
cg07542475,chr3,44903330,-,I,chr3:44902959-44903623,Island,MIR564;TMEM42,NR_030290;NM_144638,TSS200;TSS200
cg07569219,chr19,13858523,-,I,chr19:13858446-13858904,Island,CCDC130,NM_030818,TSS1500
cg07583651,chr11,61560366,-,I,chr11:61559907-61560549,Island,FEN1;C11orf10;MIR611;FEN1,NM_004111;NM_014206;NR_030342;NM_004111,5'UTR;TSS1500;TSS1500;1stExon
cg07583884,chr1,226111804,+,I,chr1:226111642-226112552,Island,PYCR2,NM_013328,1stExon
cg07585587,chr3,45730688,+,I,chr3:45730615-45731294,Island,SACM1L,NM_014016,TSS200
cg07590839,chr2,233415449,-,I,chr2:233415005-233415811,Island,TIGD1;EIF4E2,NM_145702;NM_004846,TSS1500;1stExon
cg07592085,chr22,41032717,+,I,chr22:41032129-41033272,Island,MKL1,NM_020831,TSS200
cg07596209,chr1,14026618,-,I,chr1:14026481-14027200,Island,PRDM2,NM_001135610,TSS200
cg07600127,chr13,30881527,-,I,chr13:30880899-30881939,Island,KATNAL1;KATNAL1;KATNAL1,NM_032116;NM_032116;NM_001014380,1stExon;5'UTR;TSS1500
cg07601672,chr11,27384696,-,I,chr11:27384359-27384870,Island,CCDC34;CCDC34,NM_030771;NM_080654,1stExon;1stExon
cg07606021,chr16,3200477,+,I,chr16:3200384-3200619,Island,,,
cg07622748,chr5,122425425,-,I,chr5:122424905-122425958,Island,PRDM6,NM_001136239,5'UTR
cg07628044,chr2,70520858,+,I,chr2:70520468-70520999,Island,SNRPG;SNRPG,NM_003096;NM_003096,1stExon;5'UTR
cg07648498,chr16,89883185,-,I,chr16:89882392-89883458,Island,FANCA;FANCA,NM_001018112;NM_000135,TSS200;TSS200
cg07661818,chr3,190040250,-,I,chr3:190039817-190040465,Island,CLDN1,NM_021101,TSS200
cg07669455,chr16,4817202,-,I,chr16:4816764-4817353,Island,ZNF500,NM_021646,TSS200
cg07671603,chr7,156433350,-,I,chr7:156432433-156433670,Island,C7orf13;RNF32,NR_026865;NM_030936,TSS200;TSS200
cg07681084,chr7,156685826,+,I,chr7:156685008-156686179,Island,LMBR1;LMBR1,NM_022458;NM_022458,1stExon;5'UTR
cg07684587,chr12,46384598,-,I,chr12:46383561-46384756,Island,SFRS2IP,NM_004719,TSS200
cg07697256,chr17,74094019,+,I,,OpenSea,EXOC7;EXOC7;EXOC7;EXOC7;EXOC7;EXOC7,NM_001145298;NM_001145297;NM_015219;NR_028133;NM_001145299;NM_001013839,Body;Body;Body;Body;Body;Body
cg07706279,chr3,39149020,+,I,chr3:39148377-39149400,Island,GORASP1;TTC21A;TTC21A,NM_031899;NM_001105513;NM_145755,1stExon;TSS200;TSS200
cg07709635,chr12,3000034,-,I,chr12:2999665-3000638,Island,TULP3;TULP3;TULP3;TULP3,NM_003324;NM_001160408;NM_003324;NM_001160408,5'UTR;1stExon;1stExon;5'UTR
cg07719547,chr12,9102628,-,I,chr12:9102150-9102803,Island,M6PR,NM_002355,TSS1500
cg07723069,chr7,99934001,+,I,chr7:99933238-99934087,Island,PILRB;PMS2L1;PILRB,NM_175047;NR_003613;NM_013440,5'UTR;TSS200;5'UTR
cg07724433,chr4,147443257,-,I,chr4:147443091-147444062,Island,SLC10A7;SLC10A7,NM_001029998;NM_032128,TSS200;TSS200
cg07728485,chr5,1279582,-,I,chr5:1277467-1277713,S_Shore,TERT;TERT,NM_198255;NM_198253,Body;Body
cg07740877,chr20,61493324,+,I,chr20:61492119-61493626,Island,TCFL5,NM_006602,TSS1500
cg07747923,chr10,3166768,-,I,,OpenSea,PFKP,NM_002627,Body
cg07750655,chr16,5121855,+,I,chr16:5121749-5122192,Island,ALG1,NM_019109,1stExon
cg07755173,chr10,35930525,-,I,chr10:35928501-35931893,Island,FZD8,NM_031866,TSS200
cg07764513,chr19,58919909,+,I,chr19:58919548-58920529,Island,ZNF584,NM_173548,TSS200
cg07767672,chr17,1420129,+,I,chr17:1419442-1420434,Island,INPP5K;LOC100306951;INPP5K;INPP5K;INPP5K;INPP5K;INPP5K,NM_130766;NR_028514;NM_016532;NM_130766;NM_001135642;NM_016532;NM_001135642,1stExon;TSS200;5'UTR;5'UTR;5'UTR;1stExon;1stExon
cg07769121,chr16,86543519,-,I,chr16:86541430-86545228,Island,FOXF1,NM_001451,TSS1500
cg07780856,chr3,183967543,-,I,chr3:183967304-183967801,Island,ALG3;ALG3;ECE2;ALG3;ECE2;ALG3,NR_024534;NM_005787;NM_032331;NR_024533;NM_014693;NM_001006941,TSS1500;TSS1500;1stExon;TSS1500;1stExon;TSS1500
cg07781087,chr16,736823,+,I,chr16:736750-737394,Island,WDR24,NM_032259,Body
cg07791671,chr2,242255336,-,I,chr2:242254299-242256026,Island,SEPT2;SEPT2;SEPT2;HDLBP;SEPT2;SEPT2;SEPT2,NM_001008492;NM_001008492;NM_001008491;NM_005336;NM_004404;NM_006155;NM_004404,5'UTR;1stExon;5'UTR;TSS200;5'UTR;5'UTR;1stExon
cg07796520,chr18,5296200,-,I,chr18:5295323-5297099,Island,ZFP161;ZFP161;ZFP161,NM_003409;NM_001143823;NR_026569,TSS200;TSS200;TSS1500
cg07798892,chr8,59465778,+,I,chr8:59465463-59466103,Island,SDCBP;SDCBP;SDCBP;SDCBP;SDCBP;SDCBP;SDCBP;SDCBP;SDCBP;SDCBP,NM_001007068;NM_001007067;NM_001007068;NM_001007067;NM_005625;NM_001007070;NM_005625;NM_001007069;NM_001007070;NM_001007069,1stExon;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;5'UTR;1stExon;1stExon
cg07805817,chr12,50221859,-,I,chr12:50221558-50222609,Island,NCKAP5L;LOC100286844;LOC100286844;LOC100286844,NM_001037806;NR_027499;NR_027500;NR_027501,5'UTR;TSS1500;TSS1500;TSS1500
cg07809981,chr16,352159,+,I,chr16:354243-354446,N_Shelf,AXIN1;AXIN1,NM_003502;NM_181050,Body;Body
cg07816366,chr6,30594749,+,I,,OpenSea,C6orf134,NM_024909,1stExon
cg07816398,chr6,30852545,-,I,chr6:30852102-30852676,Island,DDR1;DDR1,NM_013993;NM_001954,5'UTR;5'UTR
cg07818431,chr1,228291118,+,I,chr1:228289669-228291184,Island,C1orf35,NM_024319,TSS200
cg07823452,chr20,3140622,-,II,chr20:3140295-3140570,S_Shore,FASTKD5;UBOX5;UBOX5,NM_021826;NM_014948;NM_199415,TSS200;TSS200;TSS200
cg07829071,chr19,18549040,+,I,chr19:18543828-18549161,Island,ISYNA1;ISYNA1;ISYNA1;ISYNA1;ISYNA1,NM_016368;NM_001170938;NM_001170938;NM_001170939;NM_016368,5'UTR;5'UTR;1stExon;TSS200;1stExon
cg07834408,chr2,234355294,-,I,,OpenSea,DGKD;DGKD,NM_152879;NM_003648,Body;Body
cg07841463,chr5,37370967,+,II,chr5:37370946-37371252,Island,NUP155;NUP155,NM_153485;NM_004298,1stExon;TSS200
cg07868478,chr16,89627303,-,I,chr16:89626644-89627869,Island,RPL13;RPL13;SNORD68;RPL13,NM_000977;NM_033251;NR_002450;NM_033251,5'UTR;1stExon;TSS1500;5'UTR
cg07880061,chr5,176730198,+,I,chr5:176730031-176731130,Island,RAB24;RAB24;PRELID1,NM_130781;NM_001031677;NM_013237,Body;1stExon;TSS1500
cg07886860,chr3,40566285,+,I,chr3:40566129-40566689,Island,ZNF621;ZNF621,NM_001098414;NM_198484,TSS200;TSS200
cg07891619,chr18,12948330,-,I,chr18:12947924-12948654,Island,SEH1L;SEH1L,NM_031216;NM_001013437,Body;Body
cg07897448,chr8,95907691,+,I,chr8:95906788-95909088,Island,CCNE2,NM_057749,TSS1500
cg07900968,chr19,36909326,+,I,chr19:36909281-36909854,Island,ZFP82,NM_133466,5'UTR
cg07912181,chr11,43702277,-,I,chr11:43702016-43702597,Island,HSD17B12;HSD17B12,NM_016142;NM_016142,5'UTR;1stExon
cg07914959,chr6,91006321,-,I,chr6:91004795-91006944,Island,BACH2;BACH2;BACH2;BACH2,NM_001170794;NM_021813;NM_021813;NM_001170794,1stExon;5'UTR;1stExon;5'UTR
cg07920739,chr12,102271195,+,I,chr12:102270754-102271801,Island,DRAM1;DRAM1,NM_018370;NM_018370,1stExon;5'UTR
cg07921184,chr16,71880281,-,I,chr16:71879763-71880296,Island,ATXN1L;ATXN1L,NM_001137675;NR_024612,5'UTR;Body
cg07925619,chr17,39913753,-,I,chr17:39913716-39914026,Island,JUP;JUP,NM_002230;NM_021991,Body;Body
cg07928289,chr15,42783210,+,I,chr15:42782959-42783377,Island,,,
cg07940485,chr6,111409222,-,I,chr6:111408426-111409484,Island,SLC16A10,NM_018593,1stExon
cg07946923,chr6,33176087,-,I,chr6:33175561-33176387,Island,RING1,NM_002931,TSS200
cg07961406,chr16,67193646,+,I,chr16:67193546-67194039,Island,FBXL8;TRADD,NM_018378;NM_003789,TSS1500;5'UTR
cg07962812,chr1,183441443,-,I,chr1:183440351-183442255,Island,SMG7;SMG7;SMG7,NM_201569;NM_201568;NM_173156,TSS200;TSS200;TSS200
cg07964538,chr7,116164767,+,II,chr7:116164703-116166735,Island,CAV1,NM_001753,TSS200
cg07966851,chr20,5591615,+,I,chr20:5591490-5591875,Island,RP5-1022P6.2;RP5-1022P6.2,NM_019593;NM_019593,1stExon;5'UTR
cg07976644,chr1,55266932,-,I,chr1:55266277-55267058,Island,TTC22;TTC22;TTC22;TTC22,NM_001114108;NM_001114108;NM_017904;NM_017904,1stExon;5'UTR;1stExon;5'UTR
cg07980947,chr16,3333163,+,I,chr16:3332472-3333847,Island,ZNF263,NM_005741,TSS1500
cg07981475,chr11,110167594,-,I,chr11:110166564-110167759,Island,RDX,NM_002906,TSS200
cg07999738,chr8,140744386,+,I,chr8:140744199-140744498,Island,TRAPPC9;TRAPPC9,NM_001160372;NM_031466,Body;Body
cg08000278,chr4,109683819,-,I,chr4:109683729-109684362,Island,AGXT2L1;AGXT2L1;AGXT2L1;AGXT2L1;AGXT2L1,NR_027475;NM_001146627;NM_001146590;NM_031279;NR_027474,Body;Body;Body;Body;Body
cg08003150,chr20,62103627,-,I,chr20:62102541-62103995,Island,KCNQ2;KCNQ2;KCNQ2;KCNQ2;KCNQ2,NM_172106;NM_172109;NM_172108;NM_004518;NM_172107,1stExon;1stExon;1stExon;1stExon;1stExon
cg08018789,chr16,90039187,-,I,chr16:90038530-90039583,Island,AFG3L1;CENPBD1;AFG3L1;AFG3L1,NR_003228;NM_145039;NR_003227;NR_003226,Body;TSS1500;Body;Body
cg08020660,chr16,30076480,+,I,chr16:30076310-30077872,Island,ALDOA;ALDOA;ALDOA;ALDOA,NM_184043;NM_001127617;NM_184041;NM_000034,5'UTR;5'UTR;TSS1500;5'UTR
cg08026009,chr11,45825896,-,I,chr11:45825615-45826872,Island,SLC35C1;SLC35C1;SLC35C1;SLC35C1;SLC35C1,NM_018389;NM_001145265;NM_001145266;NM_001145265;NM_001145266,TSS1500;1stExon;5'UTR;5'UTR;1stExon
cg08026502,chr3,196366437,-,I,chr3:196366394-196366919,Island,LRRC33,NM_198565,TSS1500
cg08031518,chr3,197354719,+,I,chr3:197354106-197355165,Island,LOC220729,NR_003266,Body
cg08037937,chr2,46769513,-,I,chr2:46769471-46769676,Island,RHOQ,NM_012249,TSS1500
cg08039050,chr6,11094291,+,I,chr6:11093587-11094667,Island,LOC221710;LOC221710,NM_001135575;NM_001135575,5'UTR;1stExon
cg08043571,chr20,48100962,-,I,chr20:48100764-48101022,Island,,,
cg08056012,chr3,130612679,+,I,chr3:130612285-130613485,Island,ATP2C1;ATP2C1;ATP2C1;ATP2C1,NM_001001485;NM_001001487;NM_014382;NM_001001486,TSS1500;TSS1500;TSS1500;TSS1500
cg08056863,chr19,11266458,+,I,chr19:11266230-11266726,Island,SPC24;SPC24,NM_182513;NM_182513,5'UTR;1stExon
cg08067404,chr6,111580515,-,I,chr6:111580363-111580887,Island,KIAA1919;KIAA1919,NM_153369;NM_153369,5'UTR;1stExon
cg08080475,chr2,110962626,-,I,chr2:110962400-110962631,Island,NPHP1;NPHP1;NPHP1;NPHP1;NPHP1;NPHP1;NPHP1;NPHP1,NM_001128178;NM_001128179;NM_000272;NM_207181;NM_001128178;NM_207181;NM_001128179;NM_000272,1stExon;5'UTR;5'UTR;1stExon;5'UTR;5'UTR;1stExon;1stExon
cg08084218,chr2,20850887,+,I,chr2:20850712-20851173,Island,HS1BP3,NM_022460,TSS200
cg08091464,chr19,17337025,+,I,chr19:17336906-17337868,Island,OCEL1,NM_024578,TSS200
cg08092965,chr16,71495883,-,I,chr16:71495773-71496260,Island,ZNF23;ZNF23,NM_145911;NM_145911,1stExon;5'UTR
cg08102688,chr12,49463918,+,I,chr12:49463441-49463989,Island,RHEBL1,NM_144593,TSS200
cg08106148,chr6,130339617,-,I,chr6:130340556-130342450,N_Shore,L3MBTL3;L3MBTL3,NM_032438;NM_001007102,TSS200;TSS200
cg08106487,chr16,67980202,-,I,,OpenSea,SLC12A4;SLC12A4;SLC12A4;SLC12A4;SLC12A4,NM_001145963;NM_001145961;NM_001145962;NM_005072;NM_001145964,Body;Body;Body;Body;Body
cg08115069,chr19,55866329,-,I,chr19:55864130-55864379,S_Shore,COX6B2;FAM71E2,NM_144613;NM_001145402,TSS200;3'UTR
cg08118273,chr4,103266421,-,II,chr4:103265627-103266785,Island,SLC39A8;SLC39A8;SLC39A8,NM_022154;NM_001135147;NM_001135146,TSS200;TSS200;5'UTR
cg08124278,chr22,30163035,-,I,chr22:30162836-30163532,Island,UCRC;ZMAT5;UCRC;ZMAT5,NM_001003684;NM_001003692;NM_013387;NM_019103,TSS1500;TSS200;TSS1500;TSS200
cg08131848,chr9,88420837,+,I,chr9:88419986-88421004,Island,LOC389765,NR_029410,TSS200
cg08131881,chr14,50470108,-,I,chr14:50470015-50470419,Island,C14orf182,NM_001012706,Body
cg08134618,chr7,8008133,-,I,chr7:8008097-8009495,Island,GLCCI1,NM_138426,TSS1500
cg08143003,chr3,105086143,-,I,chr3:105085990-105086223,Island,ALCAM;ALCAM,NM_001627;NM_001627,5'UTR;1stExon
cg08150755,chr16,624161,-,I,chr16:619805-620195,S_Shelf,PIGQ;PIGQ,NM_148920;NM_004204,Body;Body
cg08156349,chr1,156470327,-,I,chr1:156469617-156471060,Island,MEF2D;MEF2D,NM_005920;NM_005920,1stExon;5'UTR
cg08157964,chr13,32889861,-,I,chr13:32889533-32889900,Island,BRCA2,NM_000059,5'UTR
cg08164529,chr16,70285816,+,I,chr16:70284892-70285956,Island,EXOSC6;EXOSC6,NM_058219;NM_058219,5'UTR;1stExon
cg08172536,chr16,23464575,-,I,chr16:23463990-23464629,Island,COG7,NM_153603,TSS200
cg08172935,chr17,66244127,-,I,chr17:66243583-66244403,Island,AMZ2;AMZ2;AMZ2;AMZ2;AMZ2;AMZ2,NM_001033574;NM_001033570;NM_001033572;NM_001033569;NM_001033571;NM_016627,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg08183066,chr16,70333124,+,I,,OpenSea,DDX19B;DDX19B;DDX19B;DDX19B;DDX19B;DDX19B,NM_001014451;NM_001014449;NM_001014449;NM_007242;NM_001014451;NM_007242,1stExon;5'UTR;1stExon;5'UTR;5'UTR;1stExon
cg08189910,chr12,123320611,+,I,chr12:123319750-123321043,Island,HIP1R,NM_003959,Body
cg08190400,chr17,8924776,-,I,chr17:8924167-8926920,Island,NTN1,NM_004822,TSS200
cg08204817,chr3,122233903,-,I,chr3:122233408-122233944,Island,KPNA1;KPNA1,NR_026698;NM_002264,TSS200;TSS200
cg08208505,chr16,68119244,-,I,chr16:68118564-68119986,Island,NFATC3;NFATC3;NFATC3;NFATC3,NM_173164;NM_173163;NM_173165;NM_004555,TSS200;TSS200;TSS200;TSS200
cg08211722,chr22,50708924,-,I,chr22:50708190-50710490,Island,MAPK11,NM_002751,TSS200
