"tissue","cgid","median","mean","var","sd","chr","pos","strand","Type","Islands_Name","Relation_to_Island","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group"
"brain","cg24850219",0.893,0.887,0.002,0.04,"chr1",2337563,"+","I","chr1:2339876-2340246","N_Shelf","PEX10;PEX10","NM_002617;NM_153818","Body;Body"
"brain","cg24853765",0.09,0.094,0.002,0.042,"chr1",109584962,"-","I","chr1:109583855-109585032","Island","WDR47;WDR47;WDR47","NM_014969;NM_001142550;NM_001142551","TSS200;TSS200;TSS200"
"brain","cg26527263",0.715,0.707,0.004,0.061,"chr1",53875972,"+","I","","OpenSea","","",""
"brain","cg27433934",0.562,0.577,0.008,0.091,"chr1",45309379,"+","I","chr1:45308543-45309159","S_Shore","PTCH2;PTCH2","NM_001166292;NM_003738","TSS1500;TSS1500"
"brain","cg27513204",0.874,0.876,0.002,0.044,"chr1",222673618,"+","I","","OpenSea","","",""
"brain","cg01139016",0.685,0.681,0.004,0.065,"chr2",236656087,"-","I","","OpenSea","AGAP1;AGAP1","NM_014914;NM_001037131","Body;Body"
"brain","cg01403123",0.862,0.85,0.005,0.072,"chr2",240287795,"-","I","","OpenSea","HDAC4","NM_006037","5'UTR"
"brain","cg02069619",0.751,0.734,0.007,0.081,"chr2",11885266,"+","I","chr2:11886249-11887207","N_Shore","LPIN1","NM_145693","TSS1500"
"brain","cg02151485",0.929,0.924,0.001,0.037,"chr2",238820445,"-","I","","OpenSea","RAMP1","NM_005855","3'UTR"
"brain","cg02237855",0.809,0.814,0.004,0.06,"chr2",74329332,"+","I","","OpenSea","TET3","NM_144993","3'UTR"
"brain","cg02259698",0.105,0.104,0.002,0.043,"chr2",10953349,"+","I","chr2:10952402-10953384","Island","PDIA6","NM_005742","TSS1500"
"brain","cg02765275",0.781,0.771,0.004,0.061,"chr2",74425266,"-","I","chr2:74425444-74426423","N_Shore","MTHFD2;MTHFD2","NR_027405;NM_006636","TSS1500;TSS1500"
"brain","cg03455255",0.915,0.914,0.001,0.038,"chr2",54483193,"-","I","chr2:54482924-54483434","Island","TSPYL6;ACYP2","NM_001003937;NM_138448","1stExon;Body"
"brain","cg04018571",0.096,0.093,0.002,0.042,"chr2",96874059,"-","I","chr2:96873851-96874824","Island","STARD7","NM_020151","1stExon"
"brain","cg04104114",0.096,0.092,0.001,0.038,"chr2",39893261,"+","I","chr2:39893121-39893496","Island","TMEM178;TMEM178","NM_152390;NM_001167959","1stExon;5'UTR"
"brain","cg04181696",0.883,0.874,0.002,0.049,"chr2",60981948,"-","I","chr2:60983193-60983870","N_Shore","PAPOLG","NM_022894","TSS1500"
"brain","cg06913508",0.102,0.105,0.002,0.046,"chr2",207630136,"+","I","chr2:207629878-207630160","Island","FASTKD2;FASTKD2;FASTKD2;FASTKD2;MDH1B;FASTKD2;FASTKD2","NM_001136193;NM_001136194;NM_001136194;NM_014929;NM_001039845;NM_014929;NM_001136193","1stExon;1stExon;5'UTR;5'UTR;TSS200;1stExon;5'UTR"
"brain","cg09675853",0.734,0.72,0.008,0.092,"chr2",239306169,"+","I","","OpenSea","TRAF3IP1;TRAF3IP1","NM_015650;NM_001139490","Body;Body"
"brain","cg10173475",0.71,0.702,0.007,0.081,"chr2",242152697,"-","I","chr2:242148678-242149079","S_Shelf","ANO7","NM_001001891","Body"
"brain","cg11444198",0.094,0.094,0.001,0.038,"chr2",37572102,"-","I","chr2:37571676-37572397","Island","QPCT","NM_012413","Body"
"brain","cg12344862",0.893,0.89,0.002,0.039,"chr2",87019846,"+","I","chr2:87015974-87018182","S_Shore","CD8A;CD8A;CD8A;CD8A","NM_001145873;NM_001768;NR_027353;NM_171827","5'UTR;TSS1500;TSS1500;TSS1500"
"brain","cg14957430",0.108,0.105,0.001,0.039,"chr2",64995219,"-","I","chr2:64994988-64995561","Island","","",""
"brain","cg16782174",0.837,0.842,0.004,0.06,"chr2",128410803,"-","I","chr2:128410563-128410804","Island","LIMS2;LIMS2;LIMS2;LIMS2","NM_001136037;NM_017980;NM_001161403;NM_001161404","Body;Body;Body;Body"
"brain","cg17850055",0.835,0.838,0.003,0.057,"chr2",239403239,"+","I","","OpenSea","","",""
"brain","cg18111139",0.04,0.045,0.002,0.044,"chr2",223171052,"+","I","chr2:223170486-223171140","Island","","",""
"brain","cg18519072",0.881,0.877,0.002,0.041,"chr2",56185789,"-","I","","OpenSea","","",""
"brain","cg19506309",0.67,0.681,0.005,0.07,"chr2",127562106,"+","I","","OpenSea","","",""
"brain","cg19654061",0.871,0.869,0.002,0.046,"chr2",233243398,"+","I","chr2:233244323-233244651","N_Shore","ALPP;ALPP","NM_001632;NM_001632","1stExon;5'UTR"
"brain","cg20005636",0.874,0.88,0.002,0.049,"chr2",180886672,"-","I","","OpenSea","","",""
"brain","cg20254422",0.919,0.914,0.001,0.039,"chr2",85826258,"-","I","chr2:85829266-85830237","N_Shelf","TMEM150A;TMEM150A;TMEM150A","NM_001031738;NM_153342;NR_033179","Body;Body;Body"
"brain","cg20563269",0.892,0.886,0.001,0.038,"chr2",129104576,"-","I","chr2:129103077-129104287","S_Shore","","",""
"brain","cg21184926",0.101,0.103,0.002,0.042,"chr2",198318139,"-","I","chr2:198317967-198318631","Island","COQ10B","NM_025147","TSS200"
"brain","cg21429105",0.701,0.695,0.006,0.077,"chr2",27290873,"+","I","chr2:27294139-27294915","N_Shelf","AGBL5","NM_021831","Body"
"brain","cg21773665",0.863,0.861,0.002,0.048,"chr2",242027464,"+","I","","OpenSea","MTERFD2;SNED1;MTERFD2;MTERFD2","NR_028050;NM_001080437;NR_028051;NR_028049","Body;Body;Body;Body"
"brain","cg22162225",0.103,0.106,0.002,0.05,"chr2",62932835,"-","I","chr2:62932595-62933353","Island","EHBP1;EHBP1;EHBP1;EHBP1","NM_001142614;NM_001142615;NM_001142616;NM_015252","TSS1500;5'UTR;TSS200;TSS200"
"brain","cg22584335",0.073,0.079,0.002,0.04,"chr2",27806067,"-","I","chr2:27805754-27806078","Island","ZNF512","NM_032434","Body"
"brain","cg23200675",0.906,0.911,0.001,0.035,"chr2",220065424,"-","I","","OpenSea","","",""
"brain","cg24011073",0.877,0.851,0.007,0.083,"chr2",11917787,"-","I","","OpenSea","LPIN1","NM_145693","Body"
"brain","cg25331250",0.8,0.791,0.004,0.064,"chr2",6402937,"-","I","","OpenSea","","",""
"brain","cg26367235",0.85,0.841,0.005,0.071,"chr2",239997305,"+","I","","OpenSea","HDAC4","NM_006037","Body"
"brain","cg26459473",0.934,0.926,0.001,0.036,"chr2",236838291,"-","I","","OpenSea","AGAP1;AGAP1","NM_014914;NM_001037131","Body;Body"
"brain","cg26949087",0.085,0.088,0.001,0.037,"chr2",26467503,"-","I","chr2:26467102-26467946","Island","HADHB;HADHA;HADHA","NM_000183;NM_000182;NM_000182","TSS200;1stExon;5'UTR"
"brain","cg27115821",0.87,0.867,0.002,0.043,"chr2",241262258,"-","I","chr2:241262311-241262759","N_Shore","","",""
"brain","cg00025647",0.173,0.175,0.005,0.069,"chr3",147077127,"+","I","chr3:147077115-147077672","Island","","",""
"brain","cg02788233",0.773,0.762,0.005,0.068,"chr3",61976174,"-","I","","OpenSea","PTPRG","NM_002841","Body"
"brain","cg03646967",0.877,0.876,0.002,0.041,"chr3",61196428,"+","I","","OpenSea","FHIT;FHIT","NM_001166243;NM_002012","5'UTR;5'UTR"
"brain","cg03891268",0.824,0.811,0.005,0.073,"chr3",195920019,"-","I","","OpenSea","","",""
"brain","cg04513882",0.797,0.782,0.004,0.065,"chr3",185271385,"-","I","","OpenSea","LIPH","NM_139248","TSS1500"
"brain","cg04931256",0.488,0.483,0.006,0.078,"chr3",147077636,"-","I","chr3:147077115-147077672","Island","","",""
"brain","cg06312797",0.87,0.872,0.003,0.053,"chr3",146490370,"+","I","","OpenSea","","",""
"brain","cg06590946",0.518,0.516,0.006,0.076,"chr3",185643307,"+","I","","OpenSea","TRA2B","NM_004593","Body"
"brain","cg08493265",0.906,0.903,0.002,0.045,"chr3",195539297,"+","I","","OpenSea","MUC4;MUC4;MUC4","NM_018406;NM_004532;NM_138297","TSS200;TSS200;TSS200"
"brain","cg12696929",0.915,0.908,0.001,0.036,"chr3",195401817,"-","I","","OpenSea","SDHAP2","NR_003265","Body"
"brain","cg12993715",0.197,0.203,0.008,0.087,"chr3",147140847,"-","I","chr3:147142181-147142391","N_Shore","","",""
"brain","cg13898157",0.902,0.902,0.002,0.042,"chr3",40119478,"-","I","","OpenSea","MYRIP","NM_015460","Body"
"brain","cg14732376",0.854,0.852,0.004,0.06,"chr3",154607361,"+","I","","OpenSea","","",""
"brain","cg17343671",0.733,0.724,0.005,0.072,"chr3",141208908,"-","I","chr3:141205539-141205744","S_Shelf","RASA2","NM_006506","Body"
"brain","cg17346866",0.796,0.804,0.007,0.084,"chr3",149431870,"-","I","","OpenSea","","",""
"brain","cg19271111",0.225,0.237,0.012,0.111,"chr3",147140124,"-","I","chr3:147138916-147139564","S_Shore","","",""
"brain","cg20201475",0.14,0.134,0.003,0.057,"chr3",168867307,"-","I","chr3:168867211-168867413","Island","MECOM","NM_004991","Body"
"brain","cg21453451",0.086,0.091,0.001,0.038,"chr3",181414237,"-","I","chr3:181413014-181414022","S_Shore","SOX2OT","NR_004053","Body"
"brain","cg21578929",0.89,0.892,0.001,0.038,"chr3",49219318,"-","I","","OpenSea","LOC646498","NM_001080528","Body"
"brain","cg21903625",0.906,0.899,0.002,0.049,"chr3",12810386,"-","I","","OpenSea","","",""
"brain","cg23160896",0.884,0.885,0.002,0.04,"chr3",150497174,"+","I","chr3:150496798-150497432","Island","","",""
"brain","cg24100506",0.109,0.105,0.002,0.04,"chr3",44903551,"-","I","chr3:44902959-44903623","Island","TMEM42","NM_144638","1stExon"
"brain","cg24255324",0.74,0.748,0.004,0.062,"chr3",32620440,"+","I","","OpenSea","","",""
"brain","cg25010771",0.931,0.928,0.002,0.042,"chr3",104222126,"-","I","","OpenSea","","",""
"brain","cg27514286",0.089,0.091,0.001,0.039,"chr3",183892688,"-","I","chr3:183892455-183893184","Island","AP2M1;AP2M1;AP2M1;AP2M1","NM_004068;NM_001025205;NM_001025205;NM_004068","5'UTR;1stExon;5'UTR;1stExon"
"brain","cg00345230",0.107,0.106,0.002,0.04,"chr4",151936469,"+","I","chr4:151936653-151937519","N_Shore","LRBA","NM_006726","5'UTR"
"brain","cg01726870",0.922,0.919,0.001,0.037,"chr4",1989369,"+","I","chr4:1987492-1988260","S_Shore","WHSC2;MIR943","NM_005663;NR_030641","Body;TSS1500"
"brain","cg02722672",0.811,0.805,0.006,0.077,"chr4",2967106,"+","I","chr4:2964459-2966014","S_Shore","GRK4;GRK4;GRK4","NM_001004057;NM_182982;NM_001004056","Body;Body;Body"
"brain","cg03112772",0.909,0.899,0.003,0.055,"chr4",82157455,"-","I","","OpenSea","","",""
"brain","cg03135535",0.851,0.848,0.006,0.079,"chr4",141564017,"+","I","","OpenSea","TBC1D9","NM_015130","Body"
"brain","cg04722722",0.087,0.096,0.001,0.037,"chr4",657842,"+","I","chr4:656993-658162","Island","PDE6B;PDE6B;PDE6B","NM_000283;NM_001145291;NM_001145292","Body;Body;Body"
"brain","cg08791953",0.898,0.887,0.003,0.058,"chr4",8307888,"-","I","chr4:8307724-8308064","Island","HTRA3","NM_053044","3'UTR"
"brain","cg08987594",0.794,0.782,0.005,0.068,"chr4",106405819,"+","I","","OpenSea","EEF1AL7","NR_003586","TSS200"
"brain","cg09237562",0.846,0.842,0.004,0.063,"chr4",137733853,"+","I","chr4:137733452-137733655","S_Shore","","",""
"brain","cg10512498",0.784,0.775,0.005,0.071,"chr4",176986333,"+","I","chr4:176986921-176987360","N_Shore","WDR17;WDR17","NM_181265;NM_170710","TSS1500;TSS1500"
"brain","cg11630920",0.84,0.847,0.004,0.065,"chr4",8615996,"+","I","","OpenSea","CPZ;CPZ;CPZ","NM_001014447;NM_003652;NM_001014448","Body;Body;Body"
"brain","cg12814384",0.775,0.761,0.007,0.084,"chr4",76836032,"+","I","","OpenSea","NAAA;NAAA","NM_014435;NM_001042402","3'UTR;Body"
"brain","cg14147903",0.771,0.777,0.005,0.07,"chr4",88785122,"+","I","","OpenSea","","",""
"brain","cg14416293",0.902,0.896,0.002,0.042,"chr4",2372960,"+","I","","OpenSea","ZFYVE28","NM_020972","Body"
"brain","cg16288220",0.88,0.875,0.002,0.04,"chr4",189583617,"-","I","chr4:189580300-189580762","S_Shelf","","",""
"brain","cg17436946",0.119,0.114,0.002,0.048,"chr4",39699568,"-","I","chr4:39699359-39700214","Island","UBE2K;UBE2K;UBE2K","NM_001111113;NM_005339;NM_001111112","TSS200;TSS200;TSS200"
"brain","cg18695931",0.828,0.811,0.004,0.065,"chr4",887295,"+","I","chr4:887190-888164","Island","GAK","NM_005255","Body"
"brain","cg19039464",0.095,0.095,0.001,0.036,"chr4",121993378,"-","I","chr4:121992003-121993703","Island","C4orf31;C4orf31","NM_024574;NM_024574","1stExon;5'UTR"
"brain","cg19942560",0.884,0.878,0.002,0.039,"chr4",140213270,"+","I","chr4:140216727-140217078","N_Shelf","NDUFC1","NM_002494","3'UTR"
"brain","cg20523278",0.85,0.855,0.003,0.051,"chr4",162198494,"-","I","","OpenSea","","",""
"brain","cg21782511",0.859,0.859,0.003,0.053,"chr4",1808376,"+","I","chr4:1806488-1806696","S_Shore","FGFR3;FGFR3;FGFR3","NM_001163213;NM_000142;NM_022965","Body;Body;Body"
"brain","cg22219489",0.096,0.095,0.001,0.038,"chr4",122745136,"-","I","chr4:122744557-122745267","Island","CCNA2","NM_001237","TSS200"
"brain","cg22768273",0.901,0.896,0.002,0.045,"chr4",28118741,"-","I","","OpenSea","","",""
"brain","cg22822890",0.86,0.864,0.002,0.049,"chr4",68017791,"+","I","","OpenSea","","",""
"brain","cg25237898",0.865,0.851,0.003,0.056,"chr4",74121722,"+","I","chr4:74124405-74125130","N_Shelf","ANKRD17;ANKRD17","NM_198889;NM_032217","Body;Body"
"brain","cg01764252",0.19,0.202,0.004,0.067,"chr5",87991071,"+","I","","OpenSea","","",""
"brain","cg02703361",0.899,0.891,0.003,0.051,"chr5",16670826,"+","I","","OpenSea","MYO10","NM_012334","Body"
"brain","cg04970570",0.187,0.2,0.006,0.077,"chr5",87990145,"-","I","","OpenSea","","",""
"brain","cg07233159",0.108,0.113,0.003,0.052,"chr5",121414322,"-","I","chr5:121412500-121414077","S_Shore","LOX","NM_002317","TSS1500"
"brain","cg09452568",0.925,0.917,0.002,0.045,"chr5",54275198,"-","I","","OpenSea","ESM1;ESM1","NM_001135604;NM_007036","Body;Body"
"brain","cg12891692",0.867,0.871,0.002,0.041,"chr5",172113714,"+","I","chr5:172113677-172113905","Island","NEURL1B","NM_001142651","Body"
"brain","cg13715001",0.935,0.925,0.002,0.046,"chr5",1019448,"-","I","","OpenSea","NKD2","NM_033120","Body"
"brain","cg18518111",0.775,0.764,0.005,0.07,"chr5",56512274,"-","I","","OpenSea","GPBP1;GPBP1;GPBP1","NM_001127235;NM_001127236;NM_022913","Body;Body;Body"
"brain","cg19800026",0.802,0.806,0.006,0.078,"chr5",14492945,"-","I","","OpenSea","TRIO","NM_007118","Body"
"brain","cg21233688",0.427,0.424,0.014,0.118,"chr5",134880353,"-","I","chr5:134879443-134879819","S_Shore","","",""
"brain","cg21549434",0.931,0.923,0.002,0.045,"chr5",177708304,"+","I","","OpenSea","COL23A1","NM_173465","Body"
"brain","cg25366639",0.769,0.764,0.005,0.073,"chr5",64330915,"+","I","chr5:64331232-64331795","N_Shore","","",""
"brain","cg27337021",0.926,0.912,0.003,0.053,"chr5",139947627,"+","I","chr5:139943835-139944477","S_Shelf","SLC35A4","NM_080670","Body"
"brain","cg00468410",0.843,0.84,0.005,0.073,"chr6",20239552,"+","I","","OpenSea","","",""
"brain","cg00701755",0.922,0.914,0.002,0.047,"chr6",33272136,"-","I","","OpenSea","TAPBP;TAPBP;TAPBP","NM_172209;NM_003190;NM_172208","Body;Body;Body"
"brain","cg01243297",0.088,0.095,0.001,0.037,"chr6",33160292,"+","I","chr6:33160945-33161337","N_Shore","COL11A2;COL11A2;COL11A2;COL11A2","NM_001163771;NM_080680;NM_080679;NM_080681","TSS200;TSS200;TSS200;TSS200"
"brain","cg01573622",0.885,0.882,0.001,0.038,"chr6",32035705,"-","I","","OpenSea","TNXB","NM_019105","Body"
"brain","cg01932459",0.102,0.102,0.003,0.051,"chr6",109703513,"-","I","chr6:109702898-109704093","Island","CD164;CD164;CD164;CD164;CD164","NM_001142402;NM_001142404;NM_006016;NM_001142401;NM_001142403","1stExon;1stExon;1stExon;1stExon;1stExon"
"brain","cg02472339",0.898,0.899,0.002,0.039,"chr6",68596945,"-","I","","OpenSea","","",""
"brain","cg02553302",0.71,0.706,0.005,0.07,"chr6",32019840,"-","I","","OpenSea","TNXB","NM_019105","Body"
"brain","cg02685945",0.838,0.844,0.004,0.066,"chr6",22570146,"-","I","chr6:22569584-22570705","Island","HDGFL1","NM_138574","1stExon"
"brain","cg04188764",0.89,0.877,0.003,0.056,"chr6",31380491,"+","I","","OpenSea","MICA","NM_000247","Body"
"brain","cg04343394",0.095,0.094,0.002,0.039,"chr6",10695072,"+","I","chr6:10694617-10695352","Island","C6orf52;C6orf52;PAK1IP1;C6orf52","NR_026737;NM_001145020;NM_017906;NR_026736","TSS1500;TSS1500;TSS200;TSS200"
"brain","cg04442576",0.104,0.103,0.002,0.041,"chr6",118228650,"-","I","chr6:118228042-118229811","Island","SLC35F1","NM_001029858","TSS200"
"brain","cg04798984",0.876,0.877,0.003,0.053,"chr6",86547801,"+","I","","OpenSea","","",""
"brain","cg04964676",0.879,0.868,0.003,0.051,"chr6",57108967,"-","I","","OpenSea","","",""
"brain","cg05389236",0.13,0.135,0.004,0.062,"chr6",36635087,"-","I","","OpenSea","","",""
"brain","cg05559558",0.099,0.097,0.001,0.036,"chr6",138483092,"-","I","chr6:138482534-138483710","Island","KIAA1244;KIAA1244","NM_020340;NM_020340","1stExon;5'UTR"
"brain","cg05841219",0.841,0.841,0.003,0.053,"chr6",31840947,"+","I","","OpenSea","SLC44A4","NM_025257","Body"
"brain","cg06307212",0.869,0.855,0.003,0.056,"chr6",32134573,"-","I","chr6:32134460-32135196","Island","EGFL8","NM_030652","Body"
"brain","cg07369260",0.876,0.878,0.002,0.039,"chr6",42406085,"-","I","","OpenSea","TRERF1","NM_033502","5'UTR"
"brain","cg07549551",0.918,0.909,0.003,0.05,"chr6",158487608,"+","I","","OpenSea","SYNJ2","NM_003898","Body"
"brain","cg08733307",0.892,0.887,0.001,0.037,"chr6",33146085,"+","I","","OpenSea","COL11A2;COL11A2;COL11A2","NM_080679;NM_080681;NM_080680","Body;Body;Body"
"brain","cg08929197",0.881,0.883,0.002,0.044,"chr6",158068523,"+","I","","OpenSea","ZDHHC14;ZDHHC14","NM_153746;NM_024630","Body;Body"
"brain","cg09555118",0.111,0.107,0.002,0.039,"chr6",6004337,"-","I","chr6:6002471-6005125","Island","NRN1","NM_016588","Body"
"brain","cg09671906",0.02,0.04,0.002,0.042,"chr6",31324259,"+","I","chr6:31323946-31325211","Island","HLA-B","NM_005514","Body"
"brain","cg11203797",0.924,0.916,0.002,0.039,"chr6",31856381,"+","I","chr6:31856896-31857104","N_Shore","EHMT2;EHMT2","NM_006709;NM_025256","Body;Body"
"brain","cg11381564",0.898,0.894,0.001,0.036,"chr6",32808619,"-","I","chr6:32806284-32806669","S_Shore","PSMB8;PSMB8","NM_004159;NM_148919","3'UTR;3'UTR"
"brain","cg11974293",0.943,0.937,0.001,0.037,"chr6",162472409,"+","I","","OpenSea","PARK2;PARK2;PARK2","NM_004562;NM_013987;NM_013988","Body;Body;Body"
"brain","cg13150632",0.095,0.1,0.002,0.041,"chr6",31549222,"-","I","chr6:31548436-31549277","Island","LTB;LTB","NM_002341;NM_009588","Body;3'UTR"
"brain","cg13357708",0.761,0.772,0.005,0.072,"chr6",7986216,"+","I","chr6:7986333-7986847","N_Shore","MGC26597","NR_027712","TSS200"
"brain","cg13584784",0.894,0.887,0.002,0.045,"chr6",30619190,"-","I","chr6:30614721-30615643","S_Shelf","C6orf136;C6orf136;C6orf136","NM_001161376;NM_145029;NM_001109938","Body;Body;Body"
"brain","cg14099160",0.893,0.885,0.001,0.036,"chr6",108280315,"+","I","chr6:108278909-108279704","S_Shore","SEC63","NM_007214","TSS1500"
"brain","cg14607904",0.087,0.089,0.001,0.037,"chr6",170862125,"-","I","chr6:170862124-170862480","Island","PSMB1;TBP","NM_002793;NM_003194","Body;TSS1500"
"brain","cg15041550",0.114,0.109,0.002,0.049,"chr6",39016590,"+","I","chr6:39016307-39016998","Island","GLP1R;GLP1R","NM_002062;NM_002062","1stExon;5'UTR"
"brain","cg16944496",0.567,0.585,0.005,0.069,"chr6",161599555,"+","I","","OpenSea","AGPAT4","NM_020133","Body"
"brain","cg18788754",0.896,0.894,0.002,0.042,"chr6",27392665,"-","I","","OpenSea","","",""
"brain","cg19599827",0.938,0.922,0.003,0.051,"chr6",596273,"-","I","","OpenSea","EXOC2","NM_018303","Body"
"brain","cg20293650",0.799,0.785,0.005,0.07,"chr6",16180549,"+","I","","OpenSea","","",""
"brain","cg20667143",0.76,0.748,0.004,0.067,"chr6",21679975,"+","I","","OpenSea","FLJ22536","NR_015410","Body"
"brain","cg20678128",0.846,0.845,0.003,0.053,"chr6",67659187,"-","I","","OpenSea","","",""
"brain","cg21606226",0.09,0.097,0.001,0.038,"chr6",27146292,"+","I","chr6:27145366-27145745","S_Shore","","",""
"brain","cg21799246",0.891,0.897,0.001,0.036,"chr6",33374229,"-","I","chr6:33377929-33379167","N_Shelf","KIFC1","NM_002263","Body"
"brain","cg22389147",0.897,0.889,0.002,0.05,"chr6",169902378,"+","I","","OpenSea","WDR27","NM_182552","Body"
"brain","cg22481950",0.616,0.61,0.005,0.069,"chr6",161395786,"-","I","","OpenSea","","",""
"brain","cg22792479",0.862,0.844,0.007,0.084,"chr6",14784306,"+","I","","OpenSea","","",""
"brain","cg25559531",0.894,0.888,0.003,0.059,"chr6",31937394,"-","I","chr6:31939730-31940559","N_Shelf","SKIV2L","NM_006929","Body"
"brain","cg25966300",0.935,0.922,0.002,0.04,"chr6",169027218,"-","I","","OpenSea","SMOC2;SMOC2","NM_022138;NM_001166412","Body;Body"
"brain","cg26511326",0.894,0.892,0.001,0.036,"chr6",43399379,"+","I","chr6:43395188-43395894","S_Shelf","ABCC10","NM_033450","TSS200"
"brain","cg00729291",0.906,0.897,0.003,0.052,"chr7",38725630,"+","I","","OpenSea","FAM183B","NR_028347","Body"
"brain","cg01083148",0.734,0.73,0.004,0.061,"chr7",105705154,"+","I","","OpenSea","","",""
"brain","cg02543519",0.828,0.832,0.003,0.057,"chr7",157545179,"+","I","","OpenSea","PTPRN2;PTPRN2;PTPRN2","NM_002847;NM_130842;NM_130843","Body;Body;Body"
"brain","cg02665297",0.912,0.902,0.002,0.041,"chr7",5270984,"-","I","chr7:5266921-5267306","S_Shelf","WIPI2;WIPI2;WIPI2;WIPI2;WIPI2","NM_016003;NM_001033520;NM_001033519;NM_015610;NM_001033518","3'UTR;3'UTR;3'UTR;3'UTR;3'UTR"
"brain","cg03881524",0.915,0.907,0.002,0.05,"chr7",47165287,"+","I","","OpenSea","","",""
"brain","cg04728429",0.138,0.129,0.002,0.049,"chr7",35225862,"+","I","chr7:35225363-35226580","Island","","",""
"brain","cg04774374",0.112,0.11,0.002,0.041,"chr7",128379134,"-","I","chr7:128379114-128379697","Island","CALU;CALU","NM_001219;NM_001130674","TSS1500;TSS1500"
"brain","cg04819167",0.854,0.843,0.006,0.077,"chr7",37532191,"+","I","","OpenSea","","",""
"brain","cg05347872",0.871,0.863,0.003,0.055,"chr7",157654532,"+","I","","OpenSea","PTPRN2;PTPRN2;PTPRN2","NM_002847;NM_130842;NM_130843","Body;Body;Body"
"brain","cg07998558",0.846,0.85,0.003,0.058,"chr7",150648497,"+","I","chr7:150647991-150648918","Island","KCNH2;KCNH2;KCNH2","NM_172056;NM_172057;NM_000238","Body;Body;Body"
